folioviv,foliohog,ubica_geo,ageb,tam_loc,est_socio,est_dis,upm,factor_hog,ing_cor,gasto_mon,,
255019,0,250120001,188-5,1,2,251,8640,3050,20435.96,13746.53,62329678,
255020,0,250120001,188-5,1,2,251,8640,3050,23405.59,18912.87,71387049.5,
255021,0,250120191,118-A,4,2,254,8790,2195,13487.28,26631.42,29604579.6,
255022,0,250120191,118-A,4,2,254,8790,2195,62319.58,31989.53,136791478.1,
255023,0,250120191,118-A,4,2,254,8790,2195,50060.89,29179.97,109883653.6,
255024,0,250120191,118-A,4,2,254,8790,2195,23030.34,11685.02,50551596.3,
255025,0,250120191,118-A,4,2,254,8790,2195,28242.59,31331.99,61992485.05,
255026,0,250120191,118-A,4,2,254,8790,2195,21339.33,18821.74,46839829.35,
255027,0,250120191,118-A,4,2,254,8790,2195,18110.34,10381.62,39752196.3,
255028,0,250120191,118-A,4,2,254,8790,2195,10095.82,2798.17,22160324.9,
255029,0,250120191,118-A,4,2,254,8790,2195,23350.78,27610.96,51254962.1,
255030,0,250120191,118-A,4,2,254,8790,2195,51592.93,33084.91,113246481.4,
256001,0,250010001,028-1,1,2,251,8750,2442,45802.79,16567.83,111850413.2,
256002,0,250010001,028-1,1,2,251,8750,2442,59508.16,30852.03,145318926.7,
256003,0,250010001,028-1,1,2,251,8750,2442,20212.73,19357.31,49359486.66,
256004,0,250010001,028-1,1,2,251,8750,2442,30648.37,12537.42,74843319.54,
256005,0,250010001,028-1,1,2,251,8750,2442,74894.35,16825.94,182892002.7,
256006,0,250060001,353-0,1,2,251,8550,3549,32060.87,20834.65,113784027.6,
256007,0,250060001,353-0,1,2,251,8550,3549,41114.71,23579.1,145916105.8,
256008,0,250060001,353-0,1,2,251,8550,3549,30081.44,24280.6,106759030.6,
256009,0,250060001,353-0,1,2,251,8550,3549,189439.27,53094.44,672319969.2,
256010,0,250060001,353-0,1,2,251,8550,3549,39639.31,17190.56,140679911.2,
256011,0,250090060,065-0,3,2,253,8650,2798,17666.54,13669.95,49430978.92,
256012,0,250090060,065-0,3,2,253,8650,2798,33060.98,22379.27,92504622.04,
256013,0,250090060,065-0,3,2,253,8650,2798,4745.9,25700.47,13279028.2,
256014,0,250090060,065-0,3,2,253,8650,2798,25361.46,10994.68,70961365.08,
256015,0,250090060,065-0,3,2,253,8650,2798,6909.82,7083.2,19333676.36,
256017,0,250120001,029-A,1,4,251,8680,4417,48646.71,38382.41,214872518.1,
256018,0,250120001,029-A,1,4,251,8680,4417,47409.8,14872.18,209409086.6,
256020,0,250120001,029-A,1,4,251,8680,4417,187814.76,100548.43,829577794.9,
256021,0,250120191,118-A,4,2,254,8790,2195,44178.65,22710.42,96972136.75,
256022,0,250120191,118-A,4,2,254,8790,2195,15122.95,9539.82,33194875.25,
256023,0,250120191,118-A,4,2,254,8790,2195,66934.42,19669.63,146921051.9,
256024,0,250120191,118-A,4,2,254,8790,2195,35218.32,12053.93,77304212.4,
256025,0,250120191,118-A,4,2,254,8790,2195,7475.4,7829.23,16408503,
256026,0,250120191,118-A,4,2,254,8790,2195,3296.82,6647.25,7236519.9,
256027,0,250120191,118-A,4,2,254,8790,2195,22306.77,13006.73,48963360.15,
256028,0,250120191,118-A,4,2,254,8790,2195,26917.41,13797.85,59083714.95,
256030,0,250120191,118-A,4,2,254,8790,2195,13619.26,5450.3,29894275.7,
257001,0,250060001,427-6,1,4,251,8560,4662,17298.36,11100.74,80644954.32,
257002,0,250060001,427-6,1,4,251,8560,4662,25863.81,20126.13,120577082.2,
257003,0,250060001,427-6,1,4,251,8560,4662,56431.43,37958.52,263083326.7,
257005,0,250060001,427-6,1,4,251,8560,4662,30348.61,22693.46,141485219.8,
257007,0,250090060,065-0,3,2,253,8650,2798,22914.49,10421.07,64114743.02,
257008,0,250090060,065-0,3,2,253,8650,2798,56399.13,27798.19,157804765.7,
257009,0,250090060,065-0,3,2,253,8650,2798,16037.31,15556.84,44872393.38,
257011,0,250100167,076-A,4,1,254,8800,1437,9443.57,13566.59,13570410.09,
257013,0,250100167,076-A,4,1,254,8800,1437,9357.77,12913.48,13447115.49,
257015,0,250100167,076-A,4,1,254,8800,1437,25709.32,21962.28,36944292.84,
257016,0,250100167,076-A,4,1,254,8800,1437,14932.96,10846.03,21458663.52,
257017,0,250100167,076-A,4,1,254,8800,1437,18757.36,17571.14,26954326.32,
257018,0,250100167,076-A,4,1,254,8800,1437,29863.09,19098.5,42913260.33,
257019,0,250100167,076-A,4,1,254,8800,1437,7768.61,4461.5,11163492.57,
257020,0,250100167,076-A,4,1,254,8800,1437,8140.82,4855.44,11698358.34,
257021,0,250110132,088-A,2,2,22,8760,2824,18007.2,10141.57,50852332.8,
257023,0,250110132,088-A,2,2,22,8760,2824,24714.95,9772.75,69795018.8,
257024,0,250110132,088-A,2,2,22,8760,2824,15554.22,4475,43925117.28,
257025,0,250110132,088-A,2,2,22,8760,2824,20365.59,17537.89,57512426.16,
257027,0,250120001,003-5,1,2,251,8690,3512,14533.6,6927.85,51042003.2,
257028,0,250120001,003-5,1,2,251,8690,3512,51445.46,29206.55,180676455.5,
257030,0,250120001,003-5,1,2,251,8690,3512,17784.73,14702.77,62459971.76,
258001,0,250060001,376-1,1,3,251,8580,2868,39684.9,11522.48,113816293.2,
258002,0,250060001,376-1,1,3,251,8580,2868,211733.48,45528.28,607251620.6,
258003,0,250060001,376-1,1,3,251,8580,2868,52653.53,14820.32,151010324,
258004,0,250060001,376-1,1,3,251,8580,2868,92529.98,21383.73,265375982.6,
258005,0,250060001,376-1,1,3,251,8580,2868,20070.62,14877.18,57562538.16,
258006,0,250090060,065-0,3,2,253,8650,2798,25566.83,34249.4,71535990.34,
258007,0,250090060,065-0,3,2,253,8650,2798,27133,29037.9,75918134,
258008,0,250090060,065-0,3,2,253,8650,2798,14923.63,15125.75,41756316.74,
258009,0,250090060,065-0,3,2,253,8650,2798,36947.05,14753.95,103377845.9,
258010,0,250090060,065-0,3,2,253,8650,2798,13314.38,5307.43,37253635.24,
258011,0,250110132,088-A,2,2,22,8760,2824,55625.87,11363.61,157087456.9,
258012,0,250110132,088-A,2,2,22,8760,2824,8941.6,10992.49,25251078.4,
258013,0,250110132,088-A,2,2,22,8760,2824,29805.39,7112.24,84170421.36,
258014,0,250110132,088-A,2,2,22,8760,2824,13481.06,13402.43,38070513.44,
258016,0,250110168,097-9,4,2,254,8810,2353,93223.21,19548.46,219354213.1,
258017,0,250110168,097-9,4,2,254,8810,2353,39587.99,30937.58,93150540.47,
258018,0,250110168,097-9,4,2,254,8810,2353,37874.03,17024.45,89117592.59,
258019,0,250110168,097-9,4,2,254,8810,2353,36556.9,45133.92,86018385.7,
258020,0,250110168,097-9,4,2,254,8810,2353,70936.34,11735,166913208,
258021,0,250110168,097-9,4,2,254,8810,2353,25166.32,4789.65,59216350.96,
258022,0,250110168,097-9,4,2,254,8810,2353,10680.39,14829.27,25130957.67,
258023,0,250110168,097-9,4,2,254,8810,2353,17964.96,17544.78,42271550.88,
258024,0,250110168,097-9,4,2,254,8810,2353,20797.19,8384.94,48935788.07,
258025,0,250110168,097-9,4,2,254,8810,2353,89577.11,34209.85,210774939.8,
258026,0,250120001,038-9,1,3,251,8720,3955,44011.92,21016.56,174067143.6,
258027,0,250120001,038-9,1,3,251,8720,3955,47103.78,29297.52,186295449.9,
258028,0,250120001,038-9,1,3,251,8720,3955,12913.03,5599.25,51071033.65,
258029,0,250120001,038-9,1,3,251,8720,3955,11583.19,9566.68,45811516.45,
259001,0,250010001,019-2,1,3,251,8660,6447,68856.94,61337.65,443920692.2,
259005,0,250010001,019-2,1,3,251,8660,6447,45394.45,40295.28,292658019.2,
259006,0,250010076,152-3,4,1,254,8820,1590,9252.66,6294.21,14711729.4,
259007,0,250010076,152-3,4,1,254,8820,1590,9327.04,5353.68,14829993.6,
259008,0,250010076,152-3,4,1,254,8820,1590,10652.8,5434.7,16937952,
259009,0,250010076,152-3,4,1,254,8820,1590,5055.06,1809.75,8037545.4,
259010,0,250010076,152-3,4,1,254,8820,1590,18944.27,6357.51,30121389.3,
259011,0,250010076,152-3,4,1,254,8820,1590,5245.85,4090.63,8340901.5,
259012,0,250010076,152-3,4,1,254,8820,1590,12049.94,87528.39,19159404.6,
259013,0,250010076,152-3,4,1,254,8820,1590,9938.99,3002.68,15802994.1,
259014,0,250010076,152-3,4,1,254,8820,1590,23231.15,3135.92,36937528.5,
259015,0,250010764,152-3,4,1,254,8820,1590,25646.52,7166.83,40777966.8,
259016,0,250010764,152-3,4,1,254,8820,1590,19271.23,6994.37,30641255.7,
259017,0,250040001,043-8,3,2,253,8620,4048,11149.8,6187.06,45134390.4,
259018,0,250040001,043-8,3,2,253,8620,4048,13373.28,5756.69,54135037.44,
259019,0,250040001,043-8,3,2,253,8620,4048,7396.19,15576.01,29939777.12,
259020,0,250040001,043-8,3,2,253,8620,4048,62332.54,19491.42,252322121.9,
259021,0,250040001,045-7,3,2,253,8620,4048,11628.73,3773.25,47073099.04,
259022,0,250060001,353-0,1,2,251,8520,3125,28549.34,12142.26,89216687.5,
259023,0,250060001,353-0,1,2,251,8520,3125,55269.79,20669.02,172718093.8,
259024,0,250060001,353-0,1,2,251,8520,3125,56343.87,25841.85,176074593.8,
259025,0,250060001,353-0,1,2,251,8520,3125,48329.23,41103.67,151028843.8,
259026,0,250060001,353-0,1,2,251,8520,3125,33702.64,20712.29,105320750,
259027,0,250060001,631-9,1,2,251,8610,4708,51907.75,41598.61,244381687,
259028,0,250060001,631-9,1,2,251,8610,4708,39459.39,16896.28,185774808.1,
259029,0,250060001,631-9,1,2,251,8610,4708,49086.87,14097.89,231100984,
259030,0,250060001,631-9,1,2,251,8610,4708,21059.4,6142.49,99147655.2,
259031,0,250060001,631-9,1,2,251,8610,4708,72343.93,30450.14,340595222.4,
259032,0,250171144,091-5,4,1,254,8780,1728,24413.05,9329.98,42185750.4,
259033,0,250171144,091-5,4,1,254,8780,1728,14506.48,9706.01,25067197.44,
259034,0,250171144,091-5,4,1,254,8780,1728,10279.27,20740.16,17762578.56,
259035,0,250171144,091-5,4,1,254,8780,1728,10165.27,8720.24,17565586.56,
259036,0,250171144,091-5,4,1,254,8780,1728,29894.51,30098.95,51657713.28,
259037,0,250171144,091-5,4,1,254,8780,1728,18822.7,7494.81,32525625.6,
259038,0,250171144,091-5,4,1,254,8780,1728,21019.19,10350.7,36321160.32,
259039,0,250171144,091-5,4,1,254,8780,1728,2488.56,10521.04,4300231.68,
259040,0,250171144,091-5,4,1,254,8780,1728,17788.52,10926.42,30738562.56,
259041,0,250171144,091-5,4,1,254,8780,1728,16667.99,9056.45,28802286.72,
261001,0,260180001,219-0,1,2,261,9070,2533,65225.11,22817.41,165215203.6,
261002,0,260180001,219-0,1,2,261,9070,2533,10868.92,5222.1,27530974.36,
261003,0,260180001,219-0,1,2,261,9070,2533,41190.27,20329.81,104334953.9,
261005,0,260180001,219-0,1,2,261,9070,2533,23529.18,32286.24,59599412.94,
261006,0,260180403,090-2,3,2,253,9090,3069,12523.11,13462.33,38433424.59,
261007,0,260180403,090-2,3,2,253,9090,3069,12084.49,18598.82,37087299.81,
261008,0,260180403,090-2,3,2,253,9090,3069,20577.09,23787.74,63151089.21,
261009,0,260180403,090-2,3,2,253,9090,3069,4675.42,9875.99,14348863.98,
261012,0,260300001,551-8,1,2,261,8850,3396,102628.64,67654.08,348526861.4,
261013,0,260300001,551-8,1,2,261,8850,3396,76265.66,16150.55,258998181.4,
261014,0,260300001,551-8,1,2,261,8850,3396,26401.57,15108.37,89659731.72,
261015,0,260300001,551-8,1,2,261,8850,3396,61846.41,21243.3,210030408.4,
261016,0,260300001,323-A,1,2,261,8940,2675,27897.77,11262.83,74626534.75,
261017,0,260300001,323-A,1,2,261,8940,2675,36645.29,21952.02,98026150.75,
261018,0,260300001,323-A,1,2,261,8940,2675,32397.74,18452.1,86663954.5,
261019,0,260300001,323-A,1,2,261,8940,2675,31488.95,9625.32,84232941.25,
261021,0,260420001,073-4,1,2,261,9160,3748,20240.4,35147.44,75861019.2,
261022,0,260420001,073-4,1,2,261,9160,3748,112398.84,13954.23,421270852.3,
261024,0,260420001,073-4,1,2,261,9160,3748,47740.31,22787.74,178930681.9,
261025,0,260420001,073-4,1,2,261,9160,3748,31213.62,8892.73,116988647.8,
261026,0,260430001,112-3,1,2,261,9200,3806,31707.4,32961.48,120678364.4,
261027,0,260430001,112-3,1,2,261,9200,3806,16403.19,9049.21,62430541.14,
261027,1,260430001,112-3,1,2,261,9200,3806,11966.57,16957.12,45544765.42,
261027,2,260430001,112-3,1,2,261,9200,3806,19137.19,13271.79,72836145.14,
261028,0,260430001,112-3,1,2,261,9200,3806,17295.41,3579.37,65826330.46,
261029,0,260430001,112-3,1,2,261,9200,3806,12451.85,11633.4,47391741.1,
261030,0,260430001,112-3,1,2,261,9200,3806,10056.45,15465.78,38274848.7,
262001,0,260180001,138-5,1,2,261,9030,6017,23137.18,9598.4,139216412.1,
262003,0,260180001,138-5,1,2,261,9030,6017,14698.91,17954.96,88443341.47,
262004,0,260180001,138-5,1,2,261,9030,6017,24593.85,27064.7,147981195.5,
262007,0,260180403,090-2,3,2,253,9090,3069,18138.07,20445.45,55665736.83,
262008,0,260180403,090-2,3,2,253,9090,3069,37403.63,23681.17,114791740.5,
262009,0,260180403,090-2,3,2,253,9090,3069,24745.97,22081.5,75945381.93,
262010,0,260180403,090-2,3,2,253,9090,3069,6287.26,8515.3,19295600.94,
262011,0,260300001,183-5,1,3,261,8840,3474,16629.56,5756.85,57771091.44,
262012,0,260300001,183-5,1,3,261,8840,3474,14694.72,13183.63,51049457.28,
262013,0,260300001,183-5,1,3,261,8840,3474,61862.36,71901.58,214909838.6,
262014,0,260300001,183-5,1,3,261,8840,3474,16011.9,9263.54,55625340.6,
262016,0,260300001,522-1,1,2,261,8930,4248,121772.09,63464.34,517287838.3,
262017,0,260300001,522-1,1,2,261,8930,4248,56203.87,23068.51,238754039.8,
262018,0,260300001,522-1,1,2,261,8930,4248,62139.66,26886.24,263969275.7,
262019,0,260300001,522-1,1,2,261,8930,4248,61816.3,37371.47,262595642.4,
262021,0,260420001,072-A,1,2,261,9160,3748,16537.36,6785.13,61982025.28,
262022,0,260420001,072-A,1,2,261,9160,3748,457462.7,143793.12,1714570200,
262023,0,260420001,073-4,1,2,261,9160,3748,21752.83,11373.66,81529606.84,
262024,0,260420001,073-4,1,2,261,9160,3748,67126.66,29274.67,251590721.7,
262025,0,260420001,073-4,1,2,261,9160,3748,29748.07,0,111495766.4,
262026,0,260430001,111-9,1,3,261,9140,3043,89946.25,48775.35,273706438.8,
262027,0,260430001,111-9,1,3,261,9140,3043,28624.7,28179.49,87104962.1,
262029,0,260430001,111-9,1,3,261,9140,3043,57116.21,40604.93,173804627,
262030,0,260430001,111-9,1,3,261,9140,3043,22481.65,18739.26,68411660.95,
263001,0,260180001,216-7,1,4,261,9020,3275,16813.46,50634.08,55064081.5,
263001,1,260180001,216-7,1,4,261,9020,3275,20051.55,32321.55,65668826.25,
263001,2,260180001,216-7,1,4,261,9020,3275,9422.34,29345.37,30858163.5,
263002,0,260180001,216-7,1,4,261,9020,3275,51227.4,32831.8,167769735,
263003,0,260180001,216-7,1,4,261,9020,3275,147597.45,26212.03,483381648.8,
263005,0,260180001,216-7,1,4,261,9020,3275,202750.7,145457.29,664008542.5,
263007,0,260180403,090-2,3,2,253,9090,3069,26816.21,12422.39,82298948.49,
263008,0,260180403,090-2,3,2,253,9090,3069,7406.9,4260.32,22731776.1,
263008,1,260180403,090-2,3,2,253,9090,3069,14956.31,10039.38,45900915.39,
263009,0,260180403,090-2,3,2,253,9090,3069,74303.97,18423.69,228038883.9,
263010,0,260180403,090-2,3,2,253,9090,3069,83287.46,30955.65,255609214.7,
263012,0,260300001,604-1,1,3,261,8830,3228,55343.33,47092.79,178648269.2,
263013,0,260300001,604-1,1,3,261,8830,3228,45167.56,24828.15,145800883.7,
263014,0,260300001,604-1,1,3,261,8830,3228,101313.42,90885.9,327039719.8,
263015,0,260300001,604-1,1,3,261,8830,3228,44426.47,20027.2,143408645.2,
263016,0,260300001,564-5,1,4,261,8920,3878,34188.2,24755.91,132581839.6,
263018,0,260300001,564-5,1,4,261,8920,3878,38731.9,24515.61,150202308.2,
263019,0,260300001,564-5,1,4,261,8920,3878,40779.26,21480.46,158141970.3,
263020,0,260300001,564-5,1,4,261,8920,3878,119595.5,40563.38,463791349,
263021,0,260420001,115-A,1,2,261,9160,3748,5410.23,5893.52,20277542.04,
263022,0,260420001,115-A,1,2,261,9160,3748,213692.19,63140.83,800918328.1,
263023,0,260420001,072-A,1,2,261,9160,3748,50577.31,82248.94,189563757.9,
263024,0,260420001,072-A,1,2,261,9160,3748,138847.97,60389.21,520402191.6,
263025,0,260420001,072-A,1,2,261,9160,3748,39746.28,60563.08,148969057.4,
263026,0,260430001,073-1,1,3,261,9060,3100,16247.08,7690.98,50365948,
263028,0,260430001,073-1,1,3,261,9060,3100,80720.51,40073.67,250233581,
263029,0,260430001,073-1,1,3,261,9060,3100,34535.96,41915.48,107061476,
263030,0,260430001,073-1,1,3,261,9060,3100,35116.34,20910.18,108860654,
264001,0,260030162,125-5,4,1,264,9230,2052,7113.59,4878.87,14597086.68,
264002,0,260030162,125-5,4,1,264,9230,2052,45318.91,27070.68,92994403.32,
264003,0,260030162,125-5,4,1,264,9230,2052,6118.99,4704.44,12556167.48,
264004,0,260030162,125-5,4,1,264,9230,2052,4365.42,4659.27,8957841.84,
264005,0,260030162,125-5,4,1,264,9230,2052,10092.8,7357.2,20710425.6,
264006,0,260030162,125-5,4,1,264,9230,2052,6126.86,3816.53,12572316.72,
264009,0,260030162,125-5,4,1,264,9230,2052,14535.4,6358.14,29826640.8,
264010,0,260030162,125-5,4,1,264,9230,2052,32875.64,33280.62,67460813.28,
264011,0,260030162,125-5,4,1,264,9230,2052,17553.42,17220.54,36019617.84,
264012,0,260180001,200-6,1,2,261,9110,3011,16830.76,16555.84,50677418.36,
264013,0,260180001,200-6,1,2,261,9110,3011,12284.25,8877.01,36987876.75,
264014,0,260180001,200-6,1,2,261,9110,3011,47021.14,28748,141580652.5,
264015,0,260180001,200-6,1,2,261,9110,3011,16182.87,3966.28,48726621.57,
264016,0,260180001,200-6,1,2,261,9110,3011,23786.09,18137.23,71619916.99,
264019,0,260190001,025-7,2,2,22,9170,4480,36342.63,13402.65,162814982.4,
264020,0,260190001,025-7,2,2,22,9170,4480,51378.67,27601.98,230176441.6,
264021,0,260190001,025-7,2,2,22,9170,4480,26016.38,26443.99,116553382.4,
264022,0,260300001,632-3,1,1,261,8880,2538,20089.45,8073.34,50987024.1,
264023,0,260300001,632-3,1,1,261,8880,2538,49068.8,12609.7,124536614.4,
264024,0,260300001,632-3,1,1,261,8880,2538,20915.6,20226.15,53083792.8,
264025,0,260300001,632-3,1,1,261,8880,2538,46774.27,26562.22,118713097.3,
264026,0,260300001,632-3,1,1,261,8880,2538,23237.68,22077.5,58977231.84,
264027,0,260300001,521-7,1,2,261,8970,3128,64144.73,68024.77,200644715.4,
264028,0,260300001,521-7,1,2,261,8970,3128,18559.56,8638.59,58054303.68,
264029,0,260300001,521-7,1,2,261,8970,3128,16552.56,9446.74,51776407.68,
264030,0,260300001,521-7,1,2,261,8970,3128,47965.4,27241.99,150035771.2,
264031,0,260300001,521-7,1,2,261,8970,3128,40408.08,20811.03,126396474.2,
264032,0,260550001,027-2,1,4,261,9050,4155,55406.88,47969.12,230215586.4,
264033,0,260550001,027-2,1,4,261,9050,4155,16441.55,42251.53,68314640.25,
264035,0,260550001,027-2,1,4,261,9050,4155,115572.47,17744.09,480203612.9,
264036,0,260550001,027-2,1,4,261,9050,4155,90361.91,28486.87,375453736.1,
265001,0,260170643,194-1,4,1,264,9220,2178,35923.4,29824.08,78241165.2,
265002,0,260170643,194-1,4,1,264,9220,2178,85334.56,29597.08,185858671.7,
265004,0,260170643,194-1,4,1,264,9220,2178,48649.85,34649.37,105959373.3,
265005,0,260170643,194-1,4,1,264,9220,2178,50458.51,28607.89,109898634.8,
265006,0,260170643,194-1,4,1,264,9220,2178,11251.43,9060.26,24505614.54,
265007,0,260170643,194-1,4,1,264,9220,2178,31676,35593.28,68990328,
265008,0,260170643,194-1,4,1,264,9220,2178,22249.14,20139.49,48458626.92,
265009,0,260170643,194-1,4,1,264,9220,2178,24902.86,27435.81,54238429.08,
265010,0,260180001,081-3,1,3,261,9100,4344,42853.76,29987.21,186156733.4,
265011,0,260180001,081-3,1,3,261,9100,4344,152213.13,60641.43,661213836.7,
265013,0,260180001,081-3,1,3,261,9100,4344,61294.24,34143.22,266262178.6,
265014,0,260180001,081-3,1,3,261,9100,4344,25337.17,13131.49,110064666.5,
265016,0,260190001,025-7,2,2,22,9170,4480,23530.63,26610.15,105417222.4,
265017,0,260190001,025-7,2,2,22,9170,4480,25277.06,11033.99,113241228.8,
265018,0,260190001,025-7,2,2,22,9170,4480,61254.06,60417.17,274418188.8,
265019,0,260190001,025-7,2,2,22,9170,4480,42687.34,11120.49,191239283.2,
265020,0,260300001,324-4,1,3,261,8870,2584,36507.48,24799.66,94335328.32,
265021,0,260300001,324-4,1,3,261,8870,2584,43542.54,23668.89,112513923.4,
265022,0,260300001,324-4,1,3,261,8870,2584,66433.08,57823.23,171663078.7,
265023,0,260300001,324-4,1,3,261,8870,2584,44495.74,26616.25,114976992.2,
265024,0,260300001,324-4,1,3,261,8870,2584,40062.22,29578.98,103520776.5,
265025,0,260300001,289-0,1,3,261,8960,4089,27458.27,12882.12,112276866,
265026,0,260300001,289-0,1,3,261,8960,4089,32602.96,46349.54,133313503.4,
265027,0,260300001,289-0,1,3,261,8960,4089,37798.1,16963.32,154556430.9,
265028,0,260300001,289-0,1,3,261,8960,4089,77532.78,66791.47,317031537.4,
265030,0,260550001,100-1,1,2,261,9010,3131,16012.35,18200.78,50134667.85,
265031,0,260550001,100-1,1,2,261,9010,3131,124159.54,98726.54,388743519.7,
265032,0,260550001,100-1,1,2,261,9010,3131,18824.25,15953.73,58938726.75,
265033,0,260550001,100-1,1,2,261,9010,3131,39323.36,17244.28,123121440.2,
266001,0,260030162,125-5,4,1,264,9230,2052,6936.12,9722.12,14232918.24,
266002,0,260030162,125-5,4,1,264,9230,2052,9099.7,14678.73,18672584.4,
266003,0,260030162,125-5,4,1,264,9230,2052,46030.26,12273.89,94454093.52,
266004,0,260030162,125-5,4,1,264,9230,2052,26979.04,4374.2,55360990.08,
266005,0,260030162,125-5,4,1,264,9230,2052,12398.95,10099.84,25442645.4,
266006,0,260030162,125-5,4,1,264,9230,2052,6602.75,10602.53,13548843,
266007,0,260030162,125-5,4,1,264,9230,2052,5418.95,2132.95,11119685.4,
266008,0,260030162,125-5,4,1,264,9230,2052,8912.49,4827.94,18288429.48,
266009,0,260030162,125-5,4,1,264,9230,2052,21662.15,44929.68,44450731.8,
266010,0,260030162,125-5,4,1,264,9230,2052,77190.47,39477.69,158394844.4,
266011,0,260030162,125-5,4,1,264,9230,2052,11036.05,9700.66,22645974.6,
266012,0,260180001,071-A,1,2,261,9120,1659,20069.2,5360.43,33294802.8,
266013,0,260180001,071-A,1,2,261,9120,1659,20517.38,19069.83,34038333.42,
266014,0,260180001,071-A,1,2,261,9120,1659,31342.22,19086.17,51996742.98,
266015,0,260180001,071-A,1,2,261,9120,1659,2975.4,2797.98,4936188.6,
266016,0,260180001,071-A,1,2,261,9120,1659,6516.39,7957.96,10810691.01,
266017,0,260190001,025-7,2,2,22,9170,4480,35924.11,18637.24,160940012.8,
266018,0,260190001,025-7,2,2,22,9170,4480,37504,0,168017920,
266019,0,260190001,025-7,2,2,22,9170,4480,13969.77,428.33,62584569.6,
266020,0,260190001,025-7,2,2,22,9170,4480,18590.14,20436.39,83283827.2,
266021,0,260190001,025-7,2,2,22,9170,4480,40967.2,8938.93,183533056,
266022,0,260300001,542-9,1,3,261,8890,3343,57544.46,20888.94,192371129.8,
266023,0,260300001,542-9,1,3,261,8890,3343,92242.6,63060.23,308367011.8,
266024,0,260300001,542-9,1,3,261,8890,3343,88011.09,10148.97,294221073.9,
266026,0,260300001,542-9,1,3,261,8890,3343,28253.35,15600.08,94450949.05,
266027,0,260300001,326-3,1,2,261,8980,2741,10453.67,11321.04,28653509.47,
266029,0,260300001,326-3,1,2,261,8980,2741,59181.88,19667.78,162217533.1,
266030,0,260300001,326-3,1,2,261,8980,2741,31598.34,19401.48,86611049.94,
266031,0,260300001,326-3,1,2,261,8980,2741,38247.49,35075.29,104836370.1,
266033,0,260550001,075-1,1,3,261,9130,3302,88046.75,35137.58,290730368.5,
266034,0,260550001,075-1,1,3,261,9130,3302,45101.84,36398.18,148926275.7,
266035,0,260550001,075-1,1,3,261,9130,3302,48631.9,46625.59,160582533.8,
266036,0,260550001,075-1,1,3,261,9130,3302,18294.09,14041.32,60407085.18,
267001,0,260170643,194-1,4,1,264,9220,2178,30098.85,37097.28,65555295.3,
267002,0,260170643,194-1,4,1,264,9220,2178,16581.51,13736.68,36114528.78,
267003,0,260170643,194-1,4,1,264,9220,2178,25412.67,17648.18,55348795.26,
267004,0,260170643,194-1,4,1,264,9220,2178,17097.76,13375.12,37238921.28,
267006,0,260170643,194-1,4,1,264,9220,2178,14673,3250.61,31957794,
267007,0,260170643,194-1,4,1,264,9220,2178,14335.61,9563.26,31222958.58,
267008,0,260170643,194-1,4,1,264,9220,2178,9094.72,8659.71,19808300.16,
267009,0,260170643,194-1,4,1,264,9220,2178,31875.79,22328.81,69425470.62,
267010,0,260170643,194-1,4,1,264,9220,2178,40143.15,29406.13,87431780.7,
267011,0,260180001,124-3,1,3,261,9080,2728,11232.31,11470.75,30641741.68,
267012,0,260180001,124-3,1,3,261,9080,2728,31084.44,29285.08,84798352.32,
267013,0,260180001,124-3,1,3,261,9080,2728,10697.28,8649.3,29182179.84,
267015,0,260180001,124-3,1,3,261,9080,2728,16675.7,11439.21,45491309.6,
267016,0,260300001,191-A,1,2,261,8860,3086,41518.79,18134.29,128126985.9,
267018,0,260300001,191-A,1,2,261,8860,3086,48384.21,59740.23,149313672.1,
267020,0,260300001,191-A,1,2,261,8860,3086,20054.34,22996.27,61887693.24,
267021,0,260300001,345-6,1,2,261,8950,2670,74438.74,36126.54,198751435.8,
267022,0,260300001,345-6,1,2,261,8950,2670,15323.25,2996.78,40913077.5,
267023,0,260300001,345-6,1,2,261,8950,2670,7934.45,2124.6,21184981.5,
267024,0,260300001,345-6,1,2,261,8950,2670,42984.89,12162.92,114769656.3,
267026,0,260420001,073-4,1,2,261,9160,3748,31629.66,15378.12,118547965.7,
267027,0,260420001,073-4,1,2,261,9160,3748,17879.11,15007.68,67010904.28,
267028,0,260420001,073-4,1,2,261,9160,3748,22590.71,15591.26,84669981.08,
267029,0,260420001,073-4,1,2,261,9160,3748,31584.88,20751.15,118380130.2,
267030,0,260420001,073-4,1,2,261,9160,3748,20224.34,19103.46,75800826.32,
267031,0,260430001,054-9,1,2,261,9210,3404,59107.42,35823.61,201201657.7,
267032,0,260430001,054-9,1,2,261,9210,3404,120034.04,85221.07,408595872.2,
267033,0,260430001,054-9,1,2,261,9210,3404,14927.97,1003.31,50814809.88,
267035,0,260430001,054-9,1,2,261,9210,3404,107656.73,28776.76,366463508.9,
268001,0,260140001,017-6,4,2,264,9240,2287,27130.77,30074.09,62048070.99,
268002,0,260140001,015-7,4,2,264,9240,2287,16461.86,17105.63,37648273.82,
268003,0,260140001,015-7,4,2,264,9240,2287,25811.27,14788.04,59030374.49,
268004,0,260140001,015-7,4,2,264,9240,2287,31121.73,23588.45,71175396.51,
268005,0,260140001,015-7,4,2,264,9240,2287,13533.41,11210.34,30950908.67,
